x, y
0.0, 0.0
0.00010000100001, 0.000100000999843
0.00020000200002, 0.000200001998687
0.00030000300003, 0.00030000299553
0.00040000400004, 0.000400003989373
0.00050000500005, 0.000500004979216
0.00060000600006, 0.000600005964059
0.00070000700007, 0.000700006942902
0.00080000800008, 0.000800007914744
0.00090000900009, 0.000900008878586
0.0010000100001, 0.00100000983343
0.00110001100011, 0.00110001077827
0.00120001200012, 0.00120001171211
0.00130001300013, 0.00130001263395
0.00140001400014, 0.00140001354279
0.00150001500015, 0.00150001443763
0.00160001600016, 0.00160001531747
0.00170001700017, 0.00170001618131
0.00180001800018, 0.00180001702815
0.00190001900019, 0.00190001785699
0.0020000200002, 0.00200001866683
0.00210002100021, 0.00210001945666
0.00220002200022, 0.0022000202255
0.00230002300023, 0.00230002097234
0.00240002400024, 0.00240002169617
0.00250002500025, 0.00250002239601
0.00260002600026, 0.00260002307084
0.00270002700027, 0.00270002371967
0.00280002800028, 0.00280002434151
0.00290002900029, 0.00290002493534
0.0030000300003, 0.00300002550017
0.00310003100031, 0.003100026035
0.00320003200032, 0.00320002653883
0.00330003300033, 0.00330002701065
0.00340003400034, 0.00340002744948
0.00350003500035, 0.00350002785431
0.00360003600036, 0.00360002822413
0.00370003700037, 0.00370002855796
0.00380003800038, 0.00380002885478
0.00390003900039, 0.0039000291136
0.0040000400004, 0.00400002933342
0.00410004100041, 0.00410002951324
0.00420004200042, 0.00420002965206
0.00430004300043, 0.00430002974888
0.00440004400044, 0.00440002980269
0.00450004500045, 0.00450002981251
0.00460004600046, 0.00460002977732
0.00470004700047, 0.00470002969614
0.00480004800048, 0.00480002956795
0.00490004900049, 0.00490002939176
0.0050000500005, 0.00500002916657
0.00510005100051, 0.00510002889138
0.00520005200052, 0.00520002856518
0.00530005300053, 0.00530002818699
0.00540005400054, 0.00540002775579
0.00550005500055, 0.00550002727059
0.00560005600056, 0.00560002673039
0.00570005700057, 0.00570002613419
0.00580005800058, 0.00580002548099
0.00590005900059, 0.00590002476979
0.0060000600006, 0.00600002399958
0.00610006100061, 0.00610002316938
0.00620006200062, 0.00620002227817
0.00630006300063, 0.00630002132496
0.00640006400064, 0.00640002030875
0.00650006500065, 0.00650001922854
0.00660006600066, 0.00660001808333
0.00670006700067, 0.00670001687211
0.00680006800068, 0.0068000155939
0.00690006900069, 0.00690001424768
0.0070000700007, 0.00700001283246
0.00710007100071, 0.00710001134724
0.00720007200072, 0.00720000979101
0.00730007300073, 0.00730000816279
0.00740007400074, 0.00740000646157
0.00750007500075, 0.00750000468634
0.00760007600076, 0.00760000283611
0.00770007700077, 0.00770000090988
0.00780007800078, 0.00779999890665
0.00790007900079, 0.00789999682541
0.0080000800008, 0.00799999466518
0.00810008100081, 0.00809999242494
0.00820008200082, 0.00819999010371
0.00830008300083, 0.00829998770047
0.00840008400084, 0.00839998521422
0.00850008500085, 0.00849998264398
0.00860008600086, 0.00859997998874
0.00870008700087, 0.00869997724749
0.00880008800088, 0.00879997441925
0.00890008900089, 0.008899971503
0.0090000900009, 0.00899996849775
0.00910009100091, 0.0090999654025
0.00920009200092, 0.00919996221624
0.00930009300093, 0.00929995893799
0.00940009400094, 0.00939995556673
0.00950009500095, 0.00949995210147
0.00960009600096, 0.00959994854122
0.00970009700097, 0.00969994488496
0.00980009800098, 0.00979994113169
0.00990009900099, 0.00989993728043
0.010000100001, 0.00999993333017
0.010100101001, 0.0100999292799
0.010200102001, 0.0101999251286
0.010300103001, 0.0102999208754
0.010400104001, 0.0103999165191
0.0105001050011, 0.0104999120588
0.0106001060011, 0.0105999074936
0.0107001070011, 0.0106999028223
0.0108001080011, 0.010799898044
0.0109001090011, 0.0108998931577
0.0110001100011, 0.0109998881625
0.0111001110011, 0.0110998830572
0.0112001120011, 0.0111998778409
0.0113001130011, 0.0112998725126
0.0114001140011, 0.0113998670713
0.0115001150012, 0.0114998615161
0.0116001160012, 0.0115998558458
0.0117001170012, 0.0116998500595
0.0118001180012, 0.0117998441562
0.0119001190012, 0.0118998381349
0.0120001200012, 0.0119998319946
0.0121001210012, 0.0120998257343
0.0122001220012, 0.0121998193531
0.0123001230012, 0.0122998128498
0.0124001240012, 0.0123998062235
0.0125001250013, 0.0124997994732
0.0126001260013, 0.0125997925979
0.0127001270013, 0.0126997855966
0.0128001280013, 0.0127997784683
0.0129001290013, 0.012899771212
0.0130001300013, 0.0129997638267
0.0131001310013, 0.0130997563115
0.0132001320013, 0.0131997486652
0.0133001330013, 0.0132997408869
0.0134001340013, 0.0133997329756
0.0135001350014, 0.0134997249303
0.0136001360014, 0.01359971675
0.0137001370014, 0.0136997084337
0.0138001380014, 0.0137996999804
0.0139001390014, 0.0138996913891
0.0140001400014, 0.0139996826588
0.0141001410014, 0.0140996737885
0.0142001420014, 0.0141996647772
0.0143001430014, 0.014299655624
0.0144001440014, 0.0143996463277
0.0145001450015, 0.0144996368874
0.0146001460015, 0.0145996273021
0.0147001470015, 0.0146996175708
0.0148001480015, 0.0147996076925
0.0149001490015, 0.0148995976662
0.0150001500015, 0.014999587491
0.0151001510015, 0.0150995771657
0.0152001520015, 0.0151995666894
0.0153001530015, 0.0152995560611
0.0154001540015, 0.0153995452798
0.0155001550016, 0.0154995343446
0.0156001560016, 0.0155995232543
0.0157001570016, 0.015699512008
0.0158001580016, 0.0157995006047
0.0159001590016, 0.0158994890435
0.0160001600016, 0.0159994773232
0.0161001610016, 0.0160994654429
0.0162001620016, 0.0161994534017
0.0163001630016, 0.0162994411984
0.0164001640016, 0.0163994288321
0.0165001650017, 0.0164994163019
0.0166001660017, 0.0165994036066
0.0167001670017, 0.0166993907454
0.0168001680017, 0.0167993777171
0.0169001690017, 0.0168993645209
0.0170001700017, 0.0169993511556
0.0171001710017, 0.0170993376204
0.0172001720017, 0.0171993239142
0.0173001730017, 0.0172993100359
0.0174001740017, 0.0173992959847
0.0175001750018, 0.0174992817595
0.0176001760018, 0.0175992673592
0.0177001770018, 0.017699252783
0.0178001780018, 0.0177992380298
0.0179001790018, 0.0178992230986
0.0180001800018, 0.0179992079884
0.0181001810018, 0.0180991926982
0.0182001820018, 0.018199177227
0.0183001830018, 0.0182991615738
0.0184001840018, 0.0183991457376
0.0185001850019, 0.0184991297174
0.0186001860019, 0.0185991135122
0.0187001870019, 0.0186990971211
0.0188001880019, 0.0187990805429
0.0189001890019, 0.0188990637767
0.0190001900019, 0.0189990468216
0.0191001910019, 0.0190990296764
0.0192001920019, 0.0191990123403
0.0193001930019, 0.0192989948121
0.0194001940019, 0.019398977091
0.019500195002, 0.0194989591759
0.019600196002, 0.0195989410658
0.019700197002, 0.0196989227596
0.019800198002, 0.0197989042565
0.019900199002, 0.0198988855554
0.020000200002, 0.0199988666553
0.020100201002, 0.0200988475552
0.020200202002, 0.0201988282542
0.020300203002, 0.0202988087511
0.020400204002, 0.020398789045
0.0205002050021, 0.020498769135
0.0206002060021, 0.0205987490199
0.0207002070021, 0.0206987286989
0.0208002080021, 0.0207987081709
0.0209002090021, 0.0208986874348
0.0210002100021, 0.0209986664898
0.0211002110021, 0.0210986453348
0.0212002120021, 0.0211986239688
0.0213002130021, 0.0212986023908
0.0214002140021, 0.0213985805999
0.0215002150022, 0.0214985585949
0.0216002160022, 0.021598536375
0.0217002170022, 0.021698513939
0.0218002180022, 0.0217984912861
0.0219002190022, 0.0218984684152
0.0220002200022, 0.0219984453252
0.0221002210022, 0.0220984220153
0.0222002220022, 0.0221983984845
0.0223002230022, 0.0222983747316
0.0224002240022, 0.0223983507557
0.0225002250023, 0.0224983265559
0.0226002260023, 0.022598302131
0.0227002270023, 0.0226982774802
0.0228002280023, 0.0227982526024
0.0229002290023, 0.0228982274966
0.0230002300023, 0.0229982021618
0.0231002310023, 0.023098176597
0.0232002320023, 0.0231981508012
0.0233002330023, 0.0232981247735
0.0234002340023, 0.0233980985127
0.0235002350024, 0.023498072018
0.0236002360024, 0.0235980452883
0.0237002370024, 0.0236980183226
0.0238002380024, 0.0237979911199
0.0239002390024, 0.0238979636793
0.0240002400024, 0.0239979359996
0.0241002410024, 0.02409790808
0.0242002420024, 0.0241978799194
0.0243002430024, 0.0242978515168
0.0244002440024, 0.0243978228712
0.0245002450025, 0.0244977939816
0.0246002460025, 0.0245977648471
0.0247002470025, 0.0246977354666
0.0248002480025, 0.0247977058391
0.0249002490025, 0.0248976759636
0.0250002500025, 0.0249976458391
0.0251002510025, 0.0250976154646
0.0252002520025, 0.0251975848392
0.0253002530025, 0.0252975539618
0.0254002540025, 0.0253975228314
0.0255002550026, 0.025497491447
0.0256002560026, 0.0255974598076
0.0257002570026, 0.0256974279123
0.0258002580026, 0.02579739576
0.0259002590026, 0.0258973633497
0.0260002600026, 0.0259973306804
0.0261002610026, 0.0260972977511
0.0262002620026, 0.0261972645609
0.0263002630026, 0.0262972311087
0.0264002640026, 0.0263971973935
0.0265002650027, 0.0264971634143
0.0266002660027, 0.0265971291702
0.0267002670027, 0.0266970946601
0.0268002680027, 0.026797059883
0.0269002690027, 0.0268970248379
0.0270002700027, 0.0269969895239
0.0271002710027, 0.0270969539398
0.0272002720027, 0.0271969180848
0.0273002730027, 0.0272968819579
0.0274002740027, 0.0273968455579
0.0275002750028, 0.027496808884
0.0276002760028, 0.0275967719351
